コード	前	後
JP-PDSCA-DEL-O-82-2	一―ビニル―二―ピロリドン及びこれを含有する製剤	１－ビニル－２－ピロリドン及びこれを含有する製剤
JP-PDSCA-DEL-O-83	二―（三―ピリジル）―ピペリジン（別名アナバシン）、その塩類及びこれらのいずれかを含有する製剤	２－（３－ピリジル）－ピペリジン（別名アナバシン）、その塩類及びこれらのいずれかを含有する製剤
JP-PDSCA-DEL-O-83-3	二―（フエニルパラクロルフエニルアセチル）―一・三―インダンジオン及びこれを含有する製剤	２－（フエニルパラクロルフエニルアセチル）－１，３－インダンジオン及びこれを含有する製剤
JP-PDSCA-DEL-O-85-2	一―ｔ―ブチル―三―（二・六―ジイソプロピル―四―フエノキシフエニル）チオウレア（別名ジアフエンチウロン）及びこれを含有する製剤	１－ｔ－ブチル－３－（２，６－ジイソプロピル－４－フエノキシフエニル）チオウレア（別名ジアフエンチウロン）及びこれを含有する製剤
JP-PDSCA-DEL-O-85-3	ブチル＝二・三―ジヒドロ―二・二―ジメチルベンゾフラン―七―イル＝Ｎ・Ｎ′―ジメチル―Ｎ・Ｎ′―チオジカルバマート（別名フラチオカルブ）五％以下を含有する製剤	ブチル＝２，３－ジヒドロ－２，２－ジメチルベンゾフラン－７－イル＝Ｎ，Ｎ’－ジメチル－Ｎ，Ｎ’－チオジカルバマート（別名フラチオカルブ）５％以下を含有する製剤
JP-PDSCA-DEL-O-85-4	ｔ―ブチル＝（Ｅ）―四―（一・三―ジメチル―五―フエノキシ―四―ピラゾリルメチレンアミノオキシメチル）ベンゾアート及びこれを含有する製剤	ｔ－ブチル＝（Ｅ）－４－（１，３－ジメチル－５－フエノキシ－４－ピラゾリルメチレンアミノオキシメチル）ベンゾアート及びこれを含有する製剤
JP-PDSCA-DEL-O-85-6	Ｎ―ブチルピロリジン	Ｎ－ブチルピロリジン
JP-PDSCA-DEL-O-85-7	四―［二―（四―ターシヤリ―ブチルフエニル）エトキシ］キナゾリン（別名フエナザキン）及びこれを含有する製剤	４－［２－（４－ターシヤリ－ブチルフエニル）エトキシ］キナゾリン（別名フエナザキン）及びこれを含有する製剤
JP-PDSCA-DEL-O-85-8	二―セカンダリ―ブチルフエノール及びこれを含有する製剤	２－セカンダリ－ブチルフエノール及びこれを含有する製剤
JP-PDSCA-DEL-O-85-9	二―ターシヤリ―ブチルフエノール及びこれを含有する製剤	２－ターシヤリ－ブチルフエノール及びこれを含有する製剤
JP-PDSCA-DEL-O-85-10	二―ｔ―ブチル―五―（四―ｔ―ブチルベンジルチオ）―四―クロロピリダジン―三（二Ｈ）―オン及びこれを含有する製剤	２－ｔ－ブチル－５－（４－ｔ－ブチルベンジルチオ）－４－クロロピリダジン－３（２Ｈ）－オン及びこれを含有する製剤
JP-PDSCA-DEL-O-85-11	ブチル―Ｓ―ベンジル―Ｓ―エチルジチオホスフエイト及びこれを含有する製剤	ブチル－Ｓ－ベンジル－Ｓ－エチルジチオホスフエイト及びこれを含有する製剤
JP-PDSCA-DEL-O-85-12	Ｎ―（四―ｔ―ブチルベンジル）―四―クロロ―三―エチル―一―メチルピラゾール―五―カルボキサミド（別名テブフエンピラド）及びこれを含有する製剤	Ｎ－（４－ｔ－ブチルベンジル）－４－クロロ－３－エチル－１－メチルピラゾール－５－カルボキサミド（別名テブフエンピラド）及びこれを含有する製剤
JP-PDSCA-DEL-O-85-13	二―ｔ―ブチル―五―メチルフエノール及びこれを含有する製剤	２－ｔ－ブチル－５－メチルフエノール及びこれを含有する製剤
JP-PDSCA-DEL-O-88-3	一―ブロモ―三―クロロプロパン及びこれを含有する製剤	１－ブロモ－３－クロロプロパン及びこれを含有する製剤
JP-PDSCA-DEL-O-88-4	二―（四―ブロモジフルオロメトキシフエニル）―二―メチルプロピル＝三―フエノキシベンジル＝エーテル（別名ハルフエンプロツクス）及びこれを含有する製剤	２－（４－ブロモジフルオロメトキシフエニル）－２－メチルプロピル＝３－フエノキシベンジル＝エーテル（別名ハルフエンプロツクス）及びこれを含有する製剤
JP-PDSCA-DEL-O-90	一・二・三・四・五・六―ヘキサクロルシクロヘキサン（別名リンデン）を含有する製剤	１，２，３，４，５，６－ヘキサクロルシクロヘキサン（別名リンデン）を含有する製剤
JP-PDSCA-DEL-O-91-4	ヘキサン―一・六―ジアミン及びこれを含有する製剤	ヘキサン－１，６－ジアミン及びこれを含有する製剤
JP-PDSCA-DEL-O-92-3	ベンゼン―一・四―ジカルボニル＝ジクロリド及びこれを含有する製剤	ベンゼン－１，４－ジカルボニル＝ジクロリド及びこれを含有する製剤
JP-PDSCA-DEL-O-93	一・四・五・六・七―ペンタクロル―三ａ・四・七・七ａ―テトラヒドロ―四・七―（八・八―ジクロルメタノ）―インデン（別名ヘプタクロール）を含有する製剤	１，４，５，６，７－ペンタクロル－３ａ，４，７，７ａ－テトラヒドロ－４，７－（８，８－ジクロルメタノ）－インデン（別名ヘプタクロール）を含有する製剤
JP-PDSCA-DEL-O-98-9	二―メチリデンブタン二酸（別名メチレンコハク酸）及びこれを含有する製剤	２－メチリデンブタン二酸（別名メチレンコハク酸）及びこれを含有する製剤
JP-PDSCA-DEL-O-98-12	三―メチル―五―イソプロピルフエニル―Ｎ―メチルカルバメート及びこれを含有する製剤	３－メチル－５－イソプロピルフエニル－Ｎ－メチルカルバメート及びこれを含有する製剤
JP-PDSCA-DEL-O-99	Ｎ―メチルカルバミル―二―クロルフエノール及びこれを含有する製剤	Ｎ－メチルカルバミル－２－クロルフエノール及びこれを含有する製剤
JP-PDSCA-DEL-O-99-2	Ｎ′―（二―メチル―四―クロルフエニル）―Ｎ・Ｎ―ジメチルホルムアミジン、その塩類及びこれらのいずれかを含有する製剤	Ｎ’－（２－メチル－４－クロルフエニル）－Ｎ，Ｎ－ジメチルホルムアミジン、その塩類及びこれらのいずれかを含有する製剤
JP-PDSCA-DEL-O-99-3	メチル＝Ｎ―［二―［一―（四―クロロフエニル）―一Ｈ―ピラゾール―三―イルオキシメチル］フエニル］（Ｎ―メトキシ）カルバマート（別名ピラクロストロビン）及びこれを含有する製剤	メチル＝Ｎ－［２－［１－（４－クロロフエニル）－１Ｈ－ピラゾール－３－イルオキシメチル］フエニル］（Ｎ－メトキシ）カルバマート（別名ピラクロストロビン）及びこれを含有する製剤
JP-PDSCA-DEL-O-99-4	メチルシクロヘキシル―四―クロルフエニルチオホスフエイト一・五％以下を含有する製剤	メチルシクロヘキシル－４－クロルフエニルチオホスフエイト１，５％以下を含有する製剤
JP-PDSCA-DEL-O-99-7	メチル―Ｎ′・Ｎ′―ジメチル―Ｎ―〔（メチルカルバモイル）オキシ〕―一―チオオキサムイミデート〇・八％以下を含有する製剤	メチル－Ｎ’・Ｎ’－ジメチル－Ｎ－〔（メチルカルバモイル）オキシ〕－１－チオオキサムイミデート０．８％以下を含有する製剤
JP-PDSCA-DEL-O-99-8	Ｓ―（四―メチルスルホニルオキシフエニル）―Ｎ―メチルチオカルバマート及びこれを含有する製剤	Ｓ－（４－メチルスルホニルオキシフエニル）－Ｎ－メチルチオカルバマート及びこれを含有する製剤
JP-PDSCA-DEL-O-99-9	五―メチル―一・二・四―トリアゾロ〔三・四―ｂ〕ベンゾチアゾール（別名トリシクラゾール）及びこれを含有する製剤	５－メチル－１，２，４－トリアゾロ〔３，４－ｂ〕ベンゾチアゾール（別名トリシクラゾール）及びこれを含有する製剤
JP-PDSCA-DEL-O-100	Ｎ―メチル―一―ナフチルカルバメートを含有する製剤	Ｎ－メチル－１－ナフチルカルバメートを含有する製剤
JP-PDSCA-DEL-O-100-2	Ｎ―メチル―Ｎ―（一―ナフチル）―モノフルオール酢酸アミド及びこれを含有する製剤	Ｎ－メチル－Ｎ－（１－ナフチル）－モノフルオール酢酸アミド及びこれを含有する製剤
JP-PDSCA-DEL-O-100-3	二―メチルビフエニル―三―イルメチル＝（一ＲＳ・二ＲＳ）―二―（Ｚ）―（二―クロロ―三・三・三―トリフルオロ―一―プロペニル）―三・三―ジメチルシクロプロパンカルボキシラート及びこれを含有する製剤	２－メチルビフエニル－３－イルメチル＝（１ＲＳ，２ＲＳ）－２－（Ｚ）－（２－クロロ－３，３，３－トリフルオロ－１－プロペニル）－３，３－ジメチルシクロプロパンカルボキシラート及びこれを含有する製剤
JP-PDSCA-DEL-O-100-4	Ｓ―（二―メチル―一―ピペリジル―カルボニルメチル）ジプロピルジチオホスフエイト及びこれを含有する製剤	Ｓ－（２－メチル－１－ピペリジル－カルボニルメチル）ジプロピルジチオホスフエイト及びこれを含有する製剤
JP-PDSCA-DEL-O-100-5	三―メチルフエニル―Ｎ―メチルカルバメート及びこれを含有する製剤	３－メチルフエニル－Ｎ－メチルカルバメート及びこれを含有する製剤
JP-PDSCA-DEL-O-100-6	二―（一―メチルプロピル）―フエニル―Ｎ―メチルカルバメート及びこれを含有する製剤	２－（１－メチルプロピル）－フエニル－Ｎ－メチルカルバメート及びこれを含有する製剤
JP-PDSCA-DEL-O-100-7	メチル―（四―ブロム―二・五―ジクロルフエニル）―チオノベンゼンホスホネイト及びこれを含有する製剤	メチル－（４－ブロム－２，５－ジクロルフエニル）－チオノベンゼンホスホネイト及びこれを含有する製剤
JP-PDSCA-DEL-O-100-8	四―メチルベンゼンスルホン酸及びこれを含有する製剤	４－メチルベンゼンスルホン酸及びこれを含有する製剤
JP-PDSCA-DEL-O-100-10	Ｓ―メチル―Ｎ―〔（メチルカルバモイル）―オキシ〕―チオアセトイミデート（別名メトミル）四五％以下を含有する製剤	Ｓ－メチル－Ｎ－〔（メチルカルバモイル）－オキシ〕－チオアセトイミデート（別名メトミル）４５％以下を含有する製剤
