100-20-9	テレフタル酸クロライド	1,4-Benzenedicarbonyl dichloride
95-31-8	Ｎ-ｔｅｒｔ-ブチル-２-ベンゾチアゾールスルフェンアミド	N-tert-Butyl-2-benzothiazolesulfenamide
95-33-0	N-シクロヘキシル-2-ベンゾチアゾールスルフェンアミド	N-Cyclohexyl-2-benzothiazolesulfenamide
95-46-5	o-ブロモトルエン	o-Bromotoluene
95-47-6	o-キシレン	o-Xylene
95-48-7	o-クレゾール	o-Cresol
95-50-1	o-ジクロロベンゼン	o-Dichlorobenzene
95-51-2	o-クロロアニリン	2-Chloroaniline
95-53-4	o-トルイジン	Benzenamine, 2-methyl-
95-54-5	o-フェニレンジアミン	1,2-Benzenediamine
95-65-8	キシレノール	3,4-Dimethylphenol
95-69-2	p-クロロトルイジン	Benzenamine, 4-chloro-2-methyl-
95-70-5	パラトルイレンジアミン	1,4-Benzenediamine, 2-methyl-
95-80-7	トルエンジアミン	Toluene-2,4-diamine
95-87-4	2,5-キシレノール	2,5-Xylenol
950-10-7	メホスホラン	Mephosfolan
950-37-8	DMTP	Methidathion
95008-81-4		Hydrogen sodium [1-[(5-chloro-2-hydroxy-4-nitrophenyl)azo]-2-naphtholato(2-)][3-hydroxy-4-[(2-hydroxy-1-naphthyl)azo]naphthalene-1-sulphonato(3-)]chromate(2-)
95008-97-2		Barium bis[1-(hydroxymethyl)-5-oxo-DL-prolinate]
95009-01-1		Cuprate(1-), [4-[[dihydroxy[(2-hydroxy-3,5-dinitrophenyl)azo]phenyl]azo]benzenesulfonato(3-)]-, sodium
95009-03-3		Tricopper(1+) hydrogen hexakis(cyano-c)ferrate(4-), compound with 4-[[4-(dimethylamino)phenyl][4-(ethylimino)-1(4H)-naphthylidene]methyl]-N,N-dimethylaniline (1:1)
95009-10-2		Neodecanoic acid, barium salt, reaction products with 1-chlorobutane, 1-chlorooctane and magnesium
950196-00-6		Ammonium fluoride
95032-44-3		Methylhexahydrophthalic anhydride
95032-75-0		C.I. Direct Blue 15
95046-44-9		Sphene, chromium tin pink violet
95046-47-2	尖晶石（コバルトニッケル亜鉛グレー）	Spinels, cobalt nickel zinc grey
95046-48-3		Spinels, cobalt zinc blue green
95046-49-4		Spinels, copper green - An inorganic pigment that is the reaction product of high temperature calcination in which copper oxides, silicon oxide and/or aluminium oxide in varying amounts are homogeneously and ionically interdiffused to form a crystalline matrix of spinels.  Its composition may include any one or a combination of the modifiers vanadium oxide, titanium oxide, antimony oxide, lead oxi
95046-51-8		Spinels, manganese brown
950582-57-7		Sodium tetraborate
950582-72-6		Barium metaborate
950582-74-8		Sodium tetraborate pentahydrate
950683-29-1		Methanaminium, N,N,N-trimethyl-, hydroxide (1:1)
950838-94-5		Bismuth vanadium oxide (BiVO4)
950907-45-6		Bisphenol A epichlorohydrin polymer
951627-45-5		Methoxyammonium methanesulfonate
95193-71-8		Amines, C10-14-branched and linear alkyl, hydroxy[3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-naphthalenesulfonato(3-)chromate(1-)
95193-93-4		Rutiles, antimony titanium yellow orange
95193-95-6		Zircon, silicon zirconium grey
952005-45-7		Phosphorus sulfide (P2S5)
952514-79-3		Boronic acid, B-[4-(1-phenyl-1H-benzimidazol-2-yl)phenyl]-
95255-40-6		Ammonium nitrate
952716-55-1		Cobalt lithium oxide (CoLiO2)
953-17-3	メチルトリチオン	Methyl trithion
953087-97-3		Lead(II) thiocyanate
95327-25-6		Bisphenol A epichlorohydrin polymer
95327-28-9		1,3-Isobenzofurandione, hexahydro-
95327-98-3		D-Limonene
95328-99-7		Ammonium perfluorooctanoate
95370-51-7	Ｏ-ナトリウム＝Ｓ-［２-（｛［（３，３，４，４，５，５，６，６，７，７，８，８，９，９，９-ペンタデカフルオロノニル）オキシ］カルボニル｝アミノ）エチル］＝スルフロチオアート	Carbamic acid, [2-(sulfothio)ethyl]-, C-(.gamma.-.omega.-perfluoro-C6-9-alkyl) esters, monosodium salts
95370-52-8		Cuprate(2-), [2-[4-[[2,4-dihydroxy-5-[(2-hydroxy-5-sulfophenyl)azo]phenyl]azo]phenyl]-6-methyl-7-benzothiazolesulfonato(4-)]-, ammonium sodium
95370-53-9		Cuprate(4-), [.mu.-[[4,4'-[azobis[(2-hydroxy-4,1-phenylene)azo(8-hydroxy-6-sulfo-7,2-naphthalenediyl)imino]]bis[benzoato]](8-)]]di-, potassium sodium
95370-75-5		Aloe barbadensis, extract, reaction products with silver
95370-76-6		Aloe capensis, extract, reaction products with silver
95371-17-8		Sulfonic acids, petroleum, calcium salts, overbased, compounds with boric acid (H3BO3)
95416-15-2		Hydrazine sulfate
95465-85-3		Fatty acids, C14-18 and C16-18-unsaturated, barium salts
95465-93-3		Paraffin waxes and hydrocarbon waxes, oxidized, zinc salts
95465-96-6		Spinels, chromium cobalt blue green
95465-97-7		Spinels, chromium green
95465-99-9	カズサホス	Cadusafos
95478-50-5		Anilinium tripolyphosphate
955955-53-0		2,2',3,3',6,6'-Hexabromobiphenyl
955955-54-1		2,2',3,4',5,6'-Hexabromobiphenyl
955955-55-2		2,2',3,4,4',6'-Hexabromobiphenyl
956465-01-3		Methane, 1,1'-thiobis-
95660-31-4		C.I. Pigment Blue 15
95660-61-0		Tris(dimethylphenol) phosphate
957034-82-1		4-(N,N-Dimethylsulphamoyl)-2-methylbenzeneboronic acid
957060-72-9		4-{[2-(Piperidin-1-yl)ethyl]carbamoyl}benzeneboronic acid hydrochloride
957060-85-4		2-Fluoro-4-(methylsulphonyl)benzeneboronic acid
957060-90-1		2-(2,2,2-Trifluoroethoxy)benzeneboronic acid
957062-57-6		7-Methylimidazo[1,2-a]pyridine-6-boronic acid
957062-84-9		2-Methyl-5-nitrophenylboronic acid pinacol ester
957063-00-2		4-(2-Methoxy-2-oxoethoxy)benzeneboronic acid
957066-07-8		2-Chloro-4-methoxy-5-(methoxycarbonyl)benzeneboronic acid
957066-11-4		6-Chloro-1-methyl-1H-indole-2-boronic acid
957120-32-0		5-Fluoro-2-methoxypyridine-3-boronic acid
957121-05-0		3-Cyano-2-fluorobenzeneboronic acid
95718-78-8		Neodecaneperoxoic acid, 3-hydroxy-1,1-dimethylbutyl ester
957198-31-1		2-(1-Piperaziny) pyridine-4-boronic acid pinacol ester
95722-64-8		Calcium bis[.mu.-[tartrato(4-)-O1,O2:O3,O4]]diantimonate(2-), stereoisomer
957761-04-5		Carbonic dichloride
95788-45-7		Selenium
95797-38-9		2-Propanol aluminum salt
95828-55-0		Dichlorvos
95828-59-4		Polyethylene glycol nonylphenyl ether
95860-12-1	メタンスルホン酸鉛	Methanesulfonic acid, lead salt
95860-13-2		Tin methylsulfonate
95873-52-2		Bis(propan-2-olato)(3,5,5-trimethylhexan-1-olato)aluminium
95873-60-2	ジブチルビス［（Ｚ，Ｚ，Ｚ）-オクタデカ-９，１２，１５-トリエノイルオキシ］スタンナン	Dibutylbis(octadeca-9(Z),12(Z),15(Z)-trienoyloxy)stannane
95873-71-5		Dihydrogen bis[8-hydroxy-7-iodoquinoline-5-sulphonato(2-)-N1,O8]cuprate(2-), compound with trimethylamine (1:2)
95873-72-6		Dihydrogen bis[8-hydroxyquinoline-5-sulphonato(2-)-N1,O8]cuprate(2-), compound with trimethylamine (1:2)
95873-73-7	二水素＝ビス（８-オキシド-κＯ-キノリン-κＮ-５-スルホナト）コバルタート（２-）とトリメチルアミンの化合物（１：２）	Dihydrogen bis[8-hydroxyquinoline-5-sulphonato(2-)-N1,O8]cobaltate(2-), compound with trimethylamine (1:2)
95873-74-8		[3-[[1-[Anilinocarbonyl]-2-oxopropyl]azo]-2-hydroxy-5-nitrobenzene-1-sulphonato(3-)]tris(cyclohexylamine)chromium
95873-75-9		Trihydrogen bis[3-[[1-[anilinocarbonyl]-2-oxopropyl]azo]-2-hydroxy-5-nitrobenzene-1-sulphonato(3-)]chromate(3-), compound with 2,2'-(dodecylimino)bis[ethanol] (1:3)
95892-09-4		Hydrogen hydroxy[3-hydroxy-4-[(2-hydroxy-1-naphthyl)azo]-7-nitronaphthalene-1-sulphonato(3-)]chromate(1-), compound with 2,2',2''-nitrilotriethanol (1:1)
95892-10-7		Chromate(5-), bis[4-[[4,5-dihydro-3-methyl-5-oxo-1-(3-sulfophenyl)-1H-pyrazol-4-yl]azo]-3-hydroxy-1-naphthalenesulfonato(4-)]-, pentahydrogen
95892-11-8		Trihydrogen bis[2,5-dichloro-4-[4,5-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulphonato(3-)]chromate(3-)
95892-12-9	イソヘキサデカン酸カドミウム	Cadmium isohexadecanoate
95892-13-0	7-メチルオクタン酸鉛	Lead(2+) isohexadecanoate
959-98-8	α-ベンゾエピン	.alpha.-Endosulfan
95905-86-5	トリス(ホウ酸二水素)バリウム	Boric acid (H3BO3), barium salt (3:1)
95917-74-1		C.I. Pigment Blue 15
95918-00-6		Silicon carbide
95962-14-4	2-[2-(4-メチルシクロヘキサ-3-エン-1-イル)プロピル]シクロペンタノン	Cyclopentanone, 2-[2-(4-methyl-3-cyclohexen-1-yl)propyl]-
95976-70-8		Tetrahydrogen [29H,31H-phthalocyaninetetrasulphonato(6-)-N29,N30,N31,N32]cuprate(4-), compound with N,N'-di(o-tolyl)guanidine (1:4)
959925-10-1		Gallium arsenide
959974-09-5	トリス（ジメチルアミニド）（メチル－η５－シクロペンタジエニド）ジルコニウム	Methylcyclopentadienylzirconiumtris(dimethylamide)
959996-48-6		2-Bromo-5-fluorobenzeneboronic acid
96-05-9	メタクリル酸アリル	Allyl methacrylate
96-09-3	スチレンオキシド	Oxirane, phenyl-
96-10-6	塩化ジエチルアルミニウム	Diethylaluminum chloride
96-12-8	1,2-ジブロモ-3-クロロプロパン	1,2-Dibromo-3-chloropropane
96-13-9	2,3-ジブロモ-1-プロパノール	2,3-Dibromo-1-propanol
96-18-4	1,2,3-トリクロロプロパン	1,2,3-Trichloropropane
96-23-1	1,3-ジクロロヒドリン	1,3-Dichloro-2-propanol
96-24-2	クロロヒドリン	1,2-Propanediol, 3-chloro-
96-29-7	２-ブタノンオキシム	2-Butanone, oxime
96-33-3	アクリル酸メチル	Methyl acrylate
96-34-4	クロロ酢酸メチル	Methyl chloroacetate
96-45-7	エチレンチオウレア	Ethylene thiourea
96-46-8		2-Imidazolidinethione
96-76-4	2,4-ジ-tert-ブチルフェノール	Phenol, 2,4-bis(1,1-dimethylethyl)-
960-71-4	トリフェニルボラン	Borane, triphenyl-
960053-05-8		Carbonochloridic acid, phenylmethyl ester
960114-05-0		Diphosphoric acid, cobalt(2+) salt (1:2)
96024-35-0		C.I. Pigment Blue 15
960246-23-5		Chromium(III) oxide
96030-95-4		Chromic citrate hexahydrate
960375-09-1		Calcium sulfoaluminate cement
960377-08-6		Aluminum oxide
96041-58-6	ジノニルナフタレンスルホン酸の塩基性バリウム塩（過塩基化物）	Naphthalenesulfonic acid, dinonyl-, barium salt, basic, overbased
96055-45-7		Nicotine polacrilex
96152-41-9		9-Octadecenoic acid, 12-hydroxy-, zinc salt (2:1), [R-(Z)]-, reaction products with triethanolamine
96152-54-4		Silver, acetylacetone 6-methyl-2,4-heptanedione complexes
96152-59-9		Vanadium, butyl phosphite oxo complexes
96152-60-2		Zinc, 3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-naphthalenesulfonate complexes
96162-24-2		Pentane, dodecafluoro-
96182-53-5		Tebupirimfos
96193-83-8		Potassium nitrate
96195-78-7		Iodonium, bis(4-dodecylphenyl)-, branched and linear, hexafluoroantimonate(1-)
96231-36-6		2-Ethoxyethanol
96231-61-7		Polyethylene glycol nonylphenyl ether
96278-64-7		Linseed oil, polymer with bisphenol A, formaldehyde, glycerol, isophthalic acid, rosin and trimethylolpropane, complex with oxo(2-propanolato)aluminum
96293-54-8	ビス［３-カルボキシ-１-［４-［［６-［（２-カルボキシフェニル）アゾ］-５-ヒドロキシ-７-スルホ-２-ナフタレニル］アミノ］-６-［［４-［（スルホフェニル）アゾ］フェニル］アミノ］-１，３，５-トリアジン-２-イル］ピリジニウマト（５-）］クロム酸五ナトリウム	Chromate(5-), bis[3-carboxy-1-[4-[[6-[(2-carboxyphenyl)azo]-5-hydroxy-7-sulfo-2-naphthalenyl]amino]-6-[[4-[(4-sulfophenyl)azo]phenyl]amino]-1,3,5-triazin-2-yl]pyridiniumato(5-)]-, pentasodium
96322-46-2		Strychnidin-10-one, mono[(T-4)-tetraiodobismuthate(1-)]
96342-74-4		Antimonate(1-), pentafluoro[[2,2'-oxybis(ethanolato)](1-)-O1]-, hydrogen, compound with 2,6-diethylbenzenamine (1:1)
96379-76-9		Phosphoramidic acid, aluminum ammonium salt
96380-91-5		Zinc 2-mercdaptobenzothiazolate
96395-62-9		Chromate(5-), [3-carboxy-1-[4-[[6-[(2-carboxyphenyl)azo]-5-hydroxy-7-sulfo-2-naphthalenyl]amino]-6-[[4-[(4-sulfophenyl)azo]phenyl]amino]-1,3,5-triazin-2-yl]pyridiniumato(5-)][2-[[6-[[4-chloro-6-[[4-[(4-sulfophenyl)azo]phenyl]amino]-1,3,5-triazin-2-yl]amino]-1-hydroxy-3- sulfo-2-naphthalenyl]azo]benzoato(4-)]-, pentasodium
96413-15-9	トリス（エタンジオナト）コバルト酸三カリウム・二水和物	Cobaltate(3-), tris[ethanedioato(2-)-O,O']-, tripotassium, dihydrate, (OC-6-11)-
96413-16-0	トリス（エタンジオナト）コバルト酸三カリウム・二水和物	Cobaltate(3-), tris[ethanedioato(2-)-O,O']-, tripotassium, dihydrate, (OC-6-11-L)-
96420-31-4		Bisphenol A epichlorohydrin polymer
96446-11-6	トリブチル（ピマラ-８（１４），１５-ジエン-１８-オイルオキシ）スタンナン	[1R-(1.alpha.,4a.beta.,4b.alpha.,7.beta.,10a.alpha.)]-Tributyl[[(-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-1,4a,7-trihydroxy-7-vinyl-1-phenanthryl)carbonyl]oxy]stannane
96471-16-8		Resin acids and Rosin acids, zinc salts, polymers with batu gum and polymerized menhaden oil
96471-22-6	ジ-μ-ヒドロキシ（２-メチル-４，６-ジニトロフェノール酸-Ｏ１）（硝酸-Ｏ）二鉛	Lead, di-.mu.-hydroxy(2-methyl-4,6-dinitrophenolato-O1)(nitrato-O)di-
96489-71-3	2-tert-ブチル-5-(4-tert-ブチルベンジルチオ)-4-クロロ-3(2H)-ピリダジノン	Pyridaben
96491-05-3	テニルクロール	2-Chloro-N-(3-methoxy-2-thenyl)-2', 6' -dimethylacetanilide
96492-34-1		Aluminate (Al(OH)63-), (OC-6-11)-, magnesium carbonate hydroxide (2:6:1:4)
965-32-2	Ｎ-ベンジル-Ｎ，Ｎ-ジメチル-１-デカンアミニウム＝クロリド	Benzenemethanaminium, N-decyl-N,N-dimethyl-, chloride
96508-11-1		Amines, C12-14-tert-alkyl, bis[2,4-dihydro-4-[[2-hydroxy-5-(methylsulfonyl)-4-nitrophenyl]azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-) (1:1)
96508-12-2		Amines, C12-24-tert-alkyl, bis[4-[[5-(1,1-dimethylpropyl)-2-hydroxy-3-nitrophenyl]azo]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-) (1:1)
96510-68-8		Bisphenol A epichlorohydrin polymer
96526-35-1		N,N-Dimethyl-N-[2-[(2-methyl-1-oxo-2-propen-1-yl)oxy]ethyl]-1-dodecanaminium, bromide (1:1)
96551-70-1	2,3,4,4',5-ペンタブロモビフェニル	1,1'-Biphenyl, 2,3,4,4',5-pentabromo-
96556-05-7		1,4,7-Trimethyl-1,4,7-triazacyclononane
96561-37-4		Strychnidin-10-one, mono[[R-(R*,S*)]-.alpha.-(1,3-benzodioxol-5-ylhydroxymethyl)-1,3-dihydro-1,3-dioxo-2H-isoindole-2-acetate]
96561-42-1		Strychnidin-10-one, mono[[S-(R*R*)]-.alpha.-(1,3-benzodioxol-5-ylhydroxymethyl)-1,3-dihydro-1,3-dioxo-2H-isoindole-2-acetate]
96591-22-9		Copper, 3,3'-[(3,3'-dimethoxy[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[5-amino-4-hydroxy-2,7-naphthalenedisulfonate] morpholine ammonium lithium sodium complexes
96680-59-0		Strychnidin-10-one, (S)-.alpha.-(acetylamino)-2-dibenzofuranpropanoate
96690-36-7		Castor oil, saponified, reaction products with triethanolamine and zinc sulfate
96690-46-9		Slimes and Sludges, lead acetate manufacture
96690-54-9		Sulfuric acid, reaction products with D-glucose and chromic acid (H2Cr2O7) disodium salt, sodium salts
96740-33-9		Ammonium bifluoride
96774-55-9		Fatty acids, tall-oil, polymers with maleic anhydride and rosin, calcium zinc salts
96774-87-7		Aluminum chloride laurate (AlCl2(C12H23O2))
96827-50-8		p-Nonylphenol polyethylene glycol ether
96827-63-3		p-Nonylphenol polyethylene glycol ether
96906-16-0	チオ硫酸水銀（ＩＩ）	Thiosulfuric acid (H2S2O3), mercury(2+) salt (1:1)
96923-04-5		Dodine
96956-76-2		Lead diamyldithiocarbamate
96957-64-1		Polyethylene glycol nonylphenyl ether
96958-17-7		Polyethylene glycol nonylphenyl ether
96958-28-0		Polyethylene glycol nonylphenyl ether
96958-96-2		Fluoroboric acid
97-02-9	2,4-ジニトロアニリン	2,4-Dinitroaniline
97-17-6	ジクロフェンチオン	Dichlofenthion
97-44-9	アセタルソール	Acetarsol
97-56-3	ソルベントエロー３	Benzenamine, 2-methyl-4-[(2-methylphenyl)azo]-
97-77-8	ジスルフィラム	Disulfiram
97-93-8	トリエチルアルムニウム	Triethylaluminum
97-94-9	トリエチルほう素	Triethylborane
97038-95-4	2,2',4,6'-テトラブロモビフェニル	1,1'-Biphenyl, 2,2',4,6'-tetrabromo-
97038-96-5	2,2',6,6'-テトラブロモビフェニル	1,1'-Biphenyl, 2,2',6,6'-tetrabromo-
97038-97-6	2,2',4,4',6-ペンタブロモビフェニル	1,1'-Biphenyl, 2,2',4,4',6-pentabromo-
97038-98-7	3,3',4,5'-テトラブロモビフェニル	1,1'-Biphenyl, 3,3',4,5'-tetrabromo-
97048-22-1		Antimony trioxide
97048-23-2		Antimony trioxide
97063-75-7	2,2',4,6,6'-ペンタブロモビフェニル	1,1'-Biphenyl, 2,2',4,6,6'-pentabromo-
971-66-4	トリフェニルボラン・ピリジン錯体	Pyridine-triphenylborane (1:1)
97102-89-1		Terpineol, sulfurized, silver salts
97123-41-6		Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-
97124-07-7		Sulfur
97126-35-7		Cobalt dithiocyanate
97158-14-0		Barium hexachlorosilicate(2-)
97158-16-2		Barium hexabromosilicate(2-)
97158-26-4		Barium diaurio(3+) octaacetate
97158-32-2		4-[[4-(Dimethylamino)phenyl][4-(dimethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl]-N,N,N-trimethylanilinium dichloride compound with zinc chloride (1:1)
97158-56-0	ビス［ｏ-［６-［４-［３-アセチルアミノ-４-（４，８-ジスルホ-２-ナフチルアゾ）アニリノ］-６-（３-カルボキシ-１-ピリジニオ）-１，３，５-トリアジン-２-イルアミノ］-１-ヒドロキシ-３-スルホ-２-ナフチルアゾ］ベンゾアト（Ｏ，Ｏ'）（５-）］クロム（ＩＩＩ）酸＝ジヒドロキシド＝七ナトリウム塩	Chromate(7-), bis[1-[4-[[3-(acetylamino)-4-[(4,8-disulfo-2-naphthalenyl)azo]phenyl]amino]-6-[[6-[(2-carboxyphenyl)azo]-5-hydroxy-7-sulfo-2-naphthalenyl]amino]-1,3,5-triazin-2-yl]-3-carboxypyridiniumato(6-)]-, heptasodium
97171-70-5		Hydrogen [4-hydroxy-5-[(2-hydroxy-1-naphthyl)azo]benzene-1,3-disulphonato(4-)]chromate(1-)
97171-72-7		Europium bis(thioborate)
97198-18-0		Silver alloy, Ag,Cu,Pd,Sn
97209-13-7		Bis(dec-1-ynyl)mercury
97211-69-3		p,p'-Bis(dimethylamino)-.alpha.-[4-(ethylamino)-1-naphthyl]benzhydrylium tricopper(1+) hexa(cyano-c)ferrate(4-)
97229-11-3		4-Chloro-2-(methylsulfonyl)pyrimidine
97259-82-0	ビス(マレイン酸イソブチル)カドミウム	Cadmium diisobutyl dimaleate
97259-90-0	２，２-ジブチル-４，６，８-トリメチル-１，３，６，２-ジオキサザスタンノカン	2,2-Dibutyltetrahydro-4,6,8-trimethyl-4H-1,3,6,2-dioxastannocine
97280-67-6	ビス(マレイン酸イソブチル)バリウム	Barium isobutyl maleate
97280-68-7		Tetrasodium [bis[[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]amino]sulphonyl]-29H,31H-phthalocyaninedisulphonato(6)-N29,N30,N31,N32]nickelate(4-)
97280-84-7		3H-Indolium, 2-[2-(2,3-dihydro-2-methyl-1H-indol-1-yl)ethenyl]-1,3,3-trimethyl-, cyano phosphate cuprate ferrate complexes
97298-47-0		Cyclohexachloro[.mu.-N-methyl-[N-(perfluorooctylsulphonyl)]glycinato-O1:O1']]di-.mu.-hydroxytrichromium
973-17-1	ビス(ペンタフルオロフェニル)水銀	Bis(pentafluorophenyl)mercury
973-21-7	ジノブトン	Dinobuton
97330-34-2	酸化ベリリウム	Beryllium oxide
97338-20-0		Hydrogen bis[2-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]benzoato(2-)]chromate(1-), compound with 2-(dodecylamino)ethanol (1:1)
97338-21-1		Hydrogen bis[2,4-dihydro-4-[(2-hydroxy-4-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-), compound with 2-(dodecylamino)ethanol (1:1)
97338-22-2	三ナトリウム ビス[6-ベンズアミド-4-ヒドロキシ-3-[(2-ヒドロキシ-3,5-ジニトロフェニル)アゾ]ナフタレン-2-スルホナト(3-)]クロマート(3-)	Trisodium bis[6-benzamido-4-hydroxy-3-[(2-hydroxy-3,5-dinitrophenyl)azo]naphthalene-2-sulphonato(3-)]chromate(3-)
97338-24-4	３-［（２-エチルヘキシル）オキシ］プロパン-１-アミンと（水素＝ビス｛１-アニリノ-２-［（２-オキシド-κＯ-５-スルファモイルフェニル）ジアゼニル-κＮ（１）］-１-オキソ-３-（オキソ-κＯ）-ブタン-２-イド｝コバルタート（１-））の化合物（１：１）	Hydrogen bis[2-[[5-(aminosulphonyl)-2-hydroxyphenyl]azo]-3-oxo-N-phenylbutyramidato(2-)]cobaltate(1-), compound with 3-[(2-ethylhexyl)oxy]propylamine (1:1)
